#time(s),x(m),y(m),theta(m)
1317354880553871682, 5.990442,-0.049841,-0.023223
1317354880664720669, 5.960482,-0.040337,-0.028237
1317354880767974471, 6.132065,-0.033495,-0.034508
1317354880862357838, 7.000566,-0.047076,-0.048753
1317354880996253637, 7.480443,-0.030922,-0.064915
1317354881059946777, 8.076223,-0.013511,-0.079409
1317354881194202829, 8.807983,0.008953,-0.099046
1317354881259318946, 9.597687,0.036547,-0.116438
1317354881394015619, 10.349748,0.088098,-0.135541
1317354881456716449, 11.111275,0.154921,-0.150064
1317354881581461125, 12.464418,0.147786,-0.160166
1317354881705225943, 13.220082,0.236008,-0.173454
1317354881767827154, 13.895239,0.342136,-0.177258
1317354881828486496, 15.030521,0.371199,-0.175343
1317354881947481815, 16.151994,0.388377,-0.163863
1317354882072433530, 17.150290,0.410751,-0.150912
1317354882156854581, 18.180441,0.418358,-0.138620
1317354882264989698, 19.118794,0.436313,-0.137183
1317354882377165708, 20.119494,0.446634,-0.138256
1317354882459002108, 21.119894,0.453373,-0.136241
1317354882589519609, 22.046211,0.471963,-0.142727
1317354882680878321, 23.061966,0.471110,-0.139093
1317354882783846002, 24.010611,0.474563,-0.143880
1317354882874997913, 25.056262,0.455522,-0.148207
1317354882978388268, 26.036356,0.449681,-0.173866
1317354883098734653, 27.125656,0.418549,-0.192111
1317354883190683100, 28.248363,0.376388,-0.223125
1317354883304236765, 29.335492,0.340524,-0.262537
1317354883395374264, 30.574141,0.270736,-0.317417
1317354883603918029, 30.943088,0.559252,-0.381181
1317354883709457874, 32.126629,0.593977,-0.415550
1317354883814106647, 33.342555,0.602679,-0.443340
1317354883929518323, 34.522790,0.610709,-0.472464
1317354884020812147, 35.594973,0.662118,-0.503454
1317354884125018655, 36.731557,0.672814,-0.532061
1317354884261826744, 37.772675,0.729725,-0.562456
1317354884332915286, 38.884495,0.739412,-0.591209
1317354884462209430, 39.987652,0.742244,-0.622144
1317354884564619350, 41.004829,0.797007,-0.656038
1317354884656114196, 42.096331,0.793677,-0.690952
1317354884747377248, 43.108054,0.849224,-0.731618
1317354884866004289, 44.194661,0.838288,-0.774594
1317354884971831806, 45.203716,0.884126,-0.816760
1317354885075275490, 46.281998,0.845513,-0.864538
1317354885189246856, 47.375477,0.787070,-0.942697
1317354885270374368, 48.443881,0.780428,-1.035727
1317354885375388809, 49.610734,0.651970,-1.145013
1317354885503356241, 50.815235,0.544410,-1.285478
1317354885698919017, 52.041453,1.353919,-1.462018
1317354885790412199, 53.484660,1.218876,-1.512401
1317354885896425842, 54.907602,1.032744,-1.577326
1317354886104863027, 56.467627,1.882361,-1.668656
1317354886211214112, 57.951852,1.925882,-1.620116
1317354886314111723, 59.329989,1.908229,-1.555702
1317354886418951687, 60.620749,1.896774,-1.493637
1317354886536083268, 61.830408,1.987558,-1.436260
1317354886638430432, 63.013025,1.982955,-1.382196
1317354886729821299, 64.127767,2.071522,-1.327856
1317354886835873214, 65.247251,2.063859,-1.282117
1317354886952102353, 66.306378,2.148976,-1.238823
1317354887065594698, 67.390021,2.140588,-1.203633
1317354887147153351, 68.459340,2.120802,-1.172540
1317354887274672909, 69.482797,2.177047,-1.153315
1317354887366049214, 70.548548,2.136435,-1.137745
1317354887472328067, 71.574761,2.174264,-1.139966
1317354887588298934, 72.650846,2.116500,-1.145293
1317354887693412112, 73.738322,2.039282,-1.166470
1317354887785341331, 74.818040,2.032727,-1.209837
1317354887898219434, 75.977624,1.905495,-1.259580
1317354888012311285, 77.173266,1.821253,-1.333507
1317354888200991906, 78.325423,2.711148,-1.426485
1317354888303318659, 79.687463,2.684137,-1.393976
1317354888418879844, 80.974849,2.675739,-1.355857
1317354888524152885, 82.172059,2.775232,-1.311733
1317354888638842925, 83.349744,2.793662,-1.260931
1317354888751078905, 84.443964,2.910910,-1.208433
1317354888855232121, 85.540227,2.947787,-1.152870
1317354888916396944, 86.597098,2.986673,-1.093147
1317354889049927709, 87.572833,3.109931,-1.037437
1317354889149325848, 88.569513,3.155387,-0.974280
1317354889263314039, 89.476443,3.276787,-0.914288
1317354889348467603, 90.414162,3.326020,-0.848714
1317354889472343005, 91.256142,3.439153,-0.785510
1317354889554879552, 92.140823,3.483086,-0.717655
1317354889678520158, 93.001612,3.519667,-0.654204
1317354889767836595, 93.769662,3.599071,-0.594830
1317354889878611607, 94.600158,3.620245,-0.533858
1317354889985469242, 95.343469,3.673680,-0.480000
1317354890086702994, 96.159985,3.677837,-0.423880
1317354890188910697, 96.982814,3.674904,-0.378429
1317354890296942859, 97.742728,3.689594,-0.334431
1317354890501722857, 97.771008,3.937096,-0.301739
1317354890608644876, 98.572842,3.936775,-0.256836
1317354890723884363, 99.228503,3.944662,-0.208879
1317354890825393507, 99.896379,3.934958,-0.172191
1317354890917720961, 100.518157,3.917928,-0.134862
1317354891024515702, 101.037825,3.902078,-0.103633
1317354891138200367, 101.592330,3.874775,-0.078029
1317354891235469200, 102.061473,3.846570,-0.055629
1317354891357495140, 102.567639,3.811959,-0.038787
1317354891457375424, 103.052667,3.775996,-0.028262
1317354891577821594, 103.464847,3.738498,-0.018332
1317354891680183685, 103.913568,3.694216,-0.005553
1317354891774670510, 104.302188,3.641765,0.009740
1317354891887871959, 104.727853,3.582169,0.022697
1317354891973936579, 105.098085,3.515564,0.030119
1317354892068145664, 105.506235,3.442078,0.042625
1317354892173669183, 105.863304,3.355958,0.059403
1317354892287898798, 106.246603,3.261760,0.075611
1317354892395657390, 106.614517,3.157987,0.091772
1317354892508866171, 106.931349,3.037448,0.117931
1317354892633241519, 107.272249,2.909674,0.143296
1317354892719768574, 107.566391,2.763218,0.173741
1317354892813093745, 107.882825,2.609629,0.207123
1317354892927122635, 108.151184,2.433940,0.244838
1317354893029023357, 108.439577,2.253823,0.286620
1317354893139700449, 108.682315,2.048783,0.335670
1317354893246745702, 108.943644,1.843400,0.379869
1317354893335376558, 109.191466,1.625417,0.429574
1317354893449172197, 109.397936,1.374161,0.495916
1317354893542485735, 109.625289,1.119303,0.572347
1317354893656433016, 109.814247,0.828694,0.641725
1317354893747694126, 110.019979,0.542436,0.718789
1317354893873351094, 110.189582,0.217077,0.792575
1317354893958046060, 110.368108,-0.100798,0.863397
1317354894073379249, 110.511901,-0.466318,0.939474
1317354894167262635, 110.665847,-0.821682,1.016722
1317354894274458101, 110.812133,-1.191850,1.094995
1317354894376052910, 110.939990,-1.612378,1.181483
1317354894479171573, 111.070072,-2.015890,1.241237
1317354894596701831, 111.180938,-2.469000,1.300276
1317354894688367832, 111.292689,-2.900556,1.355967
1317354894783677101, 111.387640,-3.384296,1.402431
1317354894886110770, 111.473741,-3.847929,1.432962
1317354894998193843, 111.546613,-4.327649,1.464837
1317354895092220962, 111.603719,-4.863263,1.494436
