,%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
0,1317398079229883612,0,1317398079239670991,world,base_link,0.0,0.0,0.0,0.0020423651338902,0.0190003329560419,0.7650731688120116,0.643659741211276
11,1317398079331354270,0,1317398079339673995,world,base_link,-0.0885649827541783,0.5354143842123449,-0.0074234008800004,0.0030228228837481,0.0194309275937465,0.7655553981679665,0.6430693850048737
23,1317398079442396461,0,1317398079449843883,world,base_link,-0.1914515688549727,1.12136464798823,-0.0129699706999986,0.0037417915449259,0.0191810329494677,0.7659435944136599,0.6426106886348131
34,1317398079543295289,0,1317398079549899101,world,base_link,-0.2896318646380678,1.6519818264059722,-0.0120239257799994,0.004222440114198,0.0188365783819974,0.766506811675702,0.6419459961469428
45,1317398079644054622,0,1317398079649661064,world,base_link,-0.3872865163721144,2.1818239358253777,-0.0122680663999972,0.005583426982229,0.0190260875618867,0.7671074669118714,0.6412121080760045
57,1317398079754739505,0,1317398079759722948,world,base_link,-0.4945071529364213,2.7698847707360983,-0.0158233642499965,0.0072755320460674,0.0193102554811239,0.767603293520704,0.6405929787648849
68,1317398079855549909,0,1317398079859652042,world,base_link,-0.596108608180657,3.311259693466127,-0.016975402829999,0.008006710297554,0.0194553799326775,0.7680154329185739,0.6400856783125066
80,1317398079966576002,0,1317398079969841003,world,base_link,-0.710871946066618,3.912316205445677,-0.0136871337900004,0.0077975921777551,0.0197982495114941,0.7684730007554336,0.6395283214858037
91,1317398080067579313,0,1317398080069680929,world,base_link,-0.8186954471748322,4.464126334525645,-0.0064010620099992,0.0079670371659415,0.0198489837698751,0.7688232792576056,0.6391035201230559
103,1317398080178970404,0,1317398080179646015,world,base_link,-0.9383370915893464,5.081078744493425,-0.0040969848599985,0.0087829659662021,0.0187595581020609,0.7692302013944026,0.638635917993483
113,1317398080269895507,0,1317398080279638051,world,base_link,-1.0511732766171915,5.649260878097266,-0.0039672851499972,0.0096899367896577,0.0169223648650807,0.7695994874253931,0.6382290871207279
124,1317398080371082676,0,1317398080379646062,world,base_link,-1.165557706495747,6.228106155525893,-0.0073776245099992,0.0106452639413848,0.0151674928389406,0.7699859374762253,0.6377917227476831
136,1317398080482173817,0,1317398080489717960,world,base_link,-1.294504885096103,6.877037771977484,-0.0078659057599992,0.0104172314894308,0.0143421735445953,0.7704014150726126,0.6373126728696273
147,1317398080583025020,0,1317398080589646100,world,base_link,-1.4156032832106575,7.481707996688783,-0.0026702880799973,0.007333910686632,0.01538991064488,0.7707660773924712,0.6368901148121285
