%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1317398079239670991,0,1317398079239670991,imu_link,0.002042365133890266,0.019000332956041928,0.7650731688120114,0.643659741211276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026183376206899,-0.004796068021999,0.018404150494775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1709051397732,-0.038488920206222,9.8072174425491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079339673995,0,1317398079339673995,imu_link,0.0030228228837481594,0.019430927593746594,0.7655553981679666,0.6430693850048735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018204692439936,-0.0091004116403586,0.014189673014257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19356392240636,0.35448882078581,9.8436795899993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079449843883,0,1317398079449843883,imu_link,0.003741791544925939,0.019181032949467734,0.7659435944136599,0.6426106886348132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060059975547899,-0.012525457680913,0.011431776298587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18542528803177,0.13167144972592,9.9598370944041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079549899101,0,1317398079549899101,imu_link,0.004222440114198012,0.018836578381997402,0.7665068116757021,0.6419459961469428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033544222222857,-0.012636782674997,0.01744645072199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13301845253387,-0.12566829577299,9.6777088045481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079649661064,0,1317398079649661064,imu_link,0.00558342698222908,0.01902608756188675,0.7671074669118713,0.6412121080760046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018715255751765,-0.017803901617337,0.018703706540465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058843618174037,0.039801059268097,9.7828783318158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079759722948,0,1317398079759722948,imu_link,0.007275532046067486,0.019310255481123924,0.767603293520704,0.6405929787648847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022822564916885,-0.020879078394115,0.014773224216409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47385535687467,0.10240361356535,9.9022641789734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079859652042,0,1317398079859652042,imu_link,0.008006710297554086,0.019455379932677506,0.768015432918574,0.6400856783125067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014000591273228,-0.012088868417495,0.012847810692222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74031706185156,0.17386194151735,10.003618707101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398079969841003,0,1317398079969841003,imu_link,0.007797592177755103,0.01979824951149419,0.7684730007554335,0.6395283214858037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031076763841974,0.0045178086127255,0.013879831282204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75975665598305,0.094287794428046,9.9833546555624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398080069680929,0,1317398080069680929,imu_link,0.007967037165941594,0.01984898376987516,0.7688232792576057,0.6391035201230559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040521472716584,-0.0027366755568685,0.011131435928417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71705830339619,0.083521331137859,9.7923986772453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317398080179646015,0,1317398080179646015,imu_link,0.008782965966202122,0.018759558102060925,0.7692302013944026,0.6386359179934831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041868459148147,-0.022620936806673,0.011887067172154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76528657014809,0.14249436725172,9.5822964314454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
