%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1317357625563828560,0,1317357625563828560,world,4.656612873077393e-10,4.656612873077393e-10,0.0,0.011313581382858522,0.005597112517126813,-6.332843319423187e-05,0.9999203324251754
1317357625663884440,0,1317357625663884440,world,0.08598982286639512,-0.003052358515560627,0.00038146973000152684,0.011116024471527278,0.005739263027502965,0.003005731887851859,0.9999172267921319
1317357625773821306,0,1317357625773821306,world,0.1835187072865665,-0.006315200123935938,0.0005798339900024985,0.010876940949710444,0.005657144461922961,0.0067304935334902005,0.9999021898810448
1317357625873814372,0,1317357625873814372,world,0.27589961141347885,-0.007712228689342737,0.00038146973000152684,0.010768627628247977,0.005342031571179127,0.010349955051511539,0.9998741809788512
1317357625973948698,0,1317357625973948698,world,0.3740195333957672,-0.007683434057980776,-0.0034255981399979873,0.010501623655514977,0.004653323352651445,0.014718953582751937,0.9998256922523059
1317357626083809147,0,1317357626083809147,world,0.4926595778670162,-0.006763778161257505,-0.007316589349997571,0.010453185792845085,0.0037000898140296173,0.02072057745742198,0.9997238108157569
1317357626183795327,0,1317357626183795327,world,0.6117266663350165,-0.005249063018709421,-0.009948730470000555,0.01055986622937392,0.0032060713410713526,0.027197935055753714,0.9995691485137367
1317357626293903806,0,1317357626293903806,world,0.7556569296866655,-0.0010134093463420868,-0.011726379389997987,0.010644759613552567,0.0031632237477807927,0.03579375346819691,0.9992974984062298
1317357626393852192,0,1317357626393852192,world,0.8983194367028773,0.004193269181996584,-0.012840270989997293,0.01134079790271986,0.0031205204967178625,0.044766502967584,0.9989282300880342
1317357626493846274,0,1317357626493846274,world,1.0510086356662214,0.013639168348163366,-0.013885498039996946,0.012120672958778724,0.0030773556435602905,0.0543757936946766,0.9984422327953397
1317357626603834116,0,1317357626603834116,world,1.2268636696971953,0.028536197263747454,-0.013031005860000278,0.012242703133149267,0.0028893432305881397,0.06618511984310207,0.9977280680761886
1317357626703813969,0,1317357626703813969,world,1.3925983775407076,0.0474373297765851,-0.012077331539998681,0.01068451434773445,0.0021205546603838446,0.07791495009237329,0.9969004990234424
1317357626803794909,0,1317357626803794909,world,1.5633224328048527,0.07332958467304707,-0.010200500490000763,0.008582447737378356,0.0009912892734292925,0.09026624865936894,0.9958801952490954
1317357626913933944,0,1317357626913933944,world,1.758176430594176,0.10858911788091063,-0.006889343259999237,0.0067870099549571785,0.0003271733658600324,0.10473922871226266,0.9944765072248918
1317357627013807652,0,1317357627013807652,world,1.9408702545333654,0.1455792156048119,-0.006896972649997224,0.006487886723111849,-4.362198512883504e-05,0.11917431491397848,0.9928521481508584
1317357627123905384,0,1317357627123905384,world,2.146404890343547,0.19554810831323266,-0.007209777829999098,0.005607482607511014,-2.5376700102718768e-05,0.1359538760618303,0.9906992980105487
1317357627223849836,0,1317357627223849836,world,2.335638133343309,0.24986439617350698,-0.006317138669999167,0.004618687086585323,0.00017011616688919484,0.1518056171990934,0.9883995616029422
1317357627323798634,0,1317357627323798634,world,2.527904794551432,0.30854655988514423,-0.006156921379997016,0.003813247052874785,0.0003402843892259808,0.16872839133202144,0.9856551492849597
1317357627433997661,0,1317357627433997661,world,2.7379019514191896,0.38402961473912,-0.006980895989997293,0.0024410194218933926,-1.4820333723916039e-05,0.18739801621319963,0.982281031438507
1317357627533740219,0,1317357627533740219,world,2.9286131400149316,0.4651912320405245,-0.0124893188399966,0.0009409205341617341,-0.00029130140577775156,0.20442797926932765,0.9788811118332493
1317357627633784033,0,1317357627633784033,world,3.120742227649316,0.5510821831412613,-0.018478393549997918,0.0005031251112419695,-0.00038214593790968586,0.22247138360612942,0.9749390156855858
1317357627743780668,0,1317357627743780668,world,3.3338816424366087,0.6517535583116114,-0.02490234375,0.002616105172780738,-0.0007325294154153974,0.24349942822746762,0.9698972357148342
1317357627843790349,0,1317357627843790349,world,3.527857800014317,0.7513107159174979,-0.02672576903999868,0.005270334201842123,-0.0006635743419192829,0.2636273025755313,0.9646099878102253
1317357627953850901,0,1317357627953850901,world,3.738148260861635,0.8774002413265407,-0.022605895989997293,0.004829212478474444,0.000404125509200405,0.2875321937542907,0.9577587133220221
1317357628053785341,0,1317357628053785341,world,3.9256179889198393,1.0083004427142441,-0.016868591310000625,0.0017909199585566346,0.0012977111648924812,0.3107193740439628,0.9504991210649079
1317357628153761396,0,1317357628153761396,world,4.112436995608732,1.1507314797490835,-0.014518737789998681,0.00024003980902095965,0.00125419200231594,0.3347213419839932,0.9423162911696613
1317357628263747746,0,1317357628263747746,world,4.31964734219946,1.320649344008416,-0.012672424309997155,0.00024478490082598505,0.0010438657857924072,0.3619330929582158,0.9322034577527982
1317357628363778809,0,1317357628363778809,world,4.508749335072935,1.4863089728169143,-0.011070251459997849,0.0028691549315758404,0.002092049914572072,0.38730950088687083,0.9219429167795024
1317357628463954939,0,1317357628463954939,world,4.694437919417396,1.670717460103333,-0.00980377196999882,0.0052164531599982,0.002890367882483971,0.41290749011202055,0.9107534457795508
1317357628573779082,0,1317357628573779082,world,4.890179874608293,1.8944853176362813,-0.006446838380000486,0.006130070305634944,0.004104806776592081,0.44046085970889703,0.8977415016940422
1317357628673768334,0,1317357628673768334,world,5.0621159474831074,2.116616021376103,-0.003654479979999792,0.00647300063001949,0.005408716793008116,0.4658302663875271,0.8848338877794083
1317357628773772283,0,1317357628773772283,world,5.22661815257743,2.355114955920726,-0.0027770996100002776,0.006839237934919133,0.006202310302261538,0.49137132704529674,0.8709012430402933
1317357628883735390,0,1317357628883735390,world,5.396167597500607,2.6398216686211526,-0.0021057128899997224,0.006526582657602036,0.007070675858344292,0.5189227988754811,0.8547669495651764
1317357628983836914,0,1317357628983836914,world,5.539950811304152,2.9206042611040175,-0.002784728999998265,0.006204355390846775,0.008110525675956397,0.5435004976609561,0.8393467307315473
1317357629093943764,0,1317357629093943764,world,5.684974517906085,3.2533049429766834,-0.0029373168899979873,0.005591570879681252,0.008755294922543023,0.5698297493769224,0.8216971071331275
1317357629193756222,0,1317357629193756222,world,5.804183958796784,3.575782807543874,0.0016174316399997224,0.005285092019643271,0.010565719501150149,0.5926303949695577,0.8053878868793551
1317357629293896150,0,1317357629293896150,world,5.91375471604988,3.914938245434314,0.007682800300003123,0.005700894264587902,0.012605144972623477,0.614201016114811,0.7890283403834977
1317357629403975003,0,1317357629403975003,world,6.014009356731549,4.3107848023064435,0.009696960450000347,0.006409901588666363,0.013390888612977703,0.6358369647952308,0.7716806019745261
1317357629503876764,0,1317357629503876764,world,6.085044242208824,4.690934794489294,0.007751464850002776,0.005375341991750741,0.012620761199536723,0.6536401198449839,0.7566811850536861
1317357629613752502,0,1317357629613752502,world,6.144183909520507,5.131988251116127,0.001960754400002429,0.004362435325613162,0.011431002467482866,0.6706849024613112,0.7416414652317381
1317357629713736387,0,1317357629713736387,world,6.183366062352434,5.550710754934698,-0.005546569819998126,0.0042461537326776875,0.01016698119813817,0.6842521657258589,0.7291622428316396
1317357629813882901,0,1317357629813882901,world,6.208894406445324,5.986314055509865,-0.011291503899997224,0.005227446587399454,0.00928500207079557,0.6963864814797924,0.7175878559109792
1317357629923812290,0,1317357629923812290,world,6.224557186011225,6.481463222764432,-0.013702392580000833,0.006319450050265605,0.008329490909139894,0.7082778028060515,0.7058563863736651
1317357630023773567,0,1317357630023773567,world,6.221344516612589,6.949130916036665,-0.015403747560000625,0.006578449214523337,0.007352084032738903,0.7173661365808345,0.6966265118077226
1317357630133784522,0,1317357630133784522,world,6.202678355621174,7.482439640443772,-0.019920349119999514,0.007181960839114494,0.006182651860907334,0.7250707879685163,0.6886091392721905
1317357630233719064,0,1317357630233719064,world,6.176368243293837,7.984570347238332,-0.024162292479999792,0.007710171789354555,0.005741204352812241,0.7304688886538342,0.6828783160508102
