%time field.header.seq field.header.stamp field.header.frame_id field.orientation.x field.orientation.y field.orientation.z field.orientation.w field.orientation_covariance0 field.orientation_covariance1 field.orientation_covariance2 field.orientation_covariance3 field.orientation_covariance4 field.orientation_covariance5 field.orientation_covariance6 field.orientation_covariance7 field.orientation_covariance8 field.angular_velocity.x field.angular_velocity.y field.angular_velocity.z field.angular_velocity_covariance0 field.angular_velocity_covariance1 field.angular_velocity_covariance2 field.angular_velocity_covariance3 field.angular_velocity_covariance4 field.angular_velocity_covariance5 field.angular_velocity_covariance6 field.angular_velocity_covariance7 field.angular_velocity_covariance8 field.linear_acceleration.x field.linear_acceleration.y field.linear_acceleration.z field.linear_acceleration_covariance0 field.linear_acceleration_covariance1 field.linear_acceleration_covariance2 field.linear_acceleration_covariance3 field.linear_acceleration_covariance4 field.linear_acceleration_covariance5 field.linear_acceleration_covariance6 field.linear_acceleration_covariance7 field.linear_acceleration_covariance8
1317065162154764890 0 1317065162154764890 imu_link -0.014821379763695585 0.016046433749113548 0.9876010642923952 0.1554573139944334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00053109380149303 0.00079332005894054 1.5004979385897e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0081967408732511 0.0056224780529875 9.8209075026544 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162254658937 0 1317065162254658937 imu_link -0.014802027389902276 0.016064423471944155 0.9876030618647054 0.155444609038466 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00038555185242407 5.2450414514348e-06 0.00051266840134796 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0024898429281042 0.013132841918429 9.795267512528 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162354669094 0 1317065162354669094 imu_link -0.014779036782188792 0.016096412841648984 0.9876057864591749 0.15542617578058318 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00045448093688969 -0.00049138147620128 0.00098654047163071 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0086015004788575 0.0039867026012962 9.8199363844945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162464709043 0 1317065162464709043 imu_link -0.014756668973031482 0.016077839512106538 0.9876009051029742 0.15546123644571197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0003742086228673 -0.0011767258563798 -0.0004187708113954 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00576361225721 0.0022672769423371 9.8141976576301 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162564723014 0 1317065162564723014 imu_link -0.014802606252417028 0.016109452762890712 0.9876030582545 0.15543991670795013 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0003081274103718 0.00041821372806368 -0.00018349566774133 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0014919102753014 0.010354589716371 9.8060369134347 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162664904117 0 1317065162664904117 imu_link -0.014749938289851237 0.016116753417394724 0.9876048658762292 0.15543268149692274 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00026087225943215 -0.00088217525490784 -0.00013299331963855 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00050563612044927 0.0038220621173966 9.8132494784651 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162774734973 0 1317065162774734973 imu_link -0.014787993472961693 0.016110852826471345 0.9876064559622191 0.15541957345197274 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00016969480556292 0.00075564099043488 -0.00079206329547242 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0075985971628774 0.011811353143762 9.7987714966037 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162874733924 0 1317065162874733924 imu_link -0.01474356298725699 0.01610851536419685 0.9876156133085999 0.15536583740410917 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00018152088822694 -0.00040797008516532 0.00024215382883057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0085970634611241 0.0015399339329 9.8215771085571 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065162974729061 0 1317065162974729061 imu_link -0.014766303104426472 0.016131612364874683 0.9876211759418685 0.15532591608079685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00049968414478539 0.00011235220823827 0.00023656723583732 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0076391039170221 0.012228194443942 9.8007931397798 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1317065163084731101 0 1317065163084731101 imu_link -0.014754864756683368 0.016122398050783797 0.9876245644049225 0.15530641336110676 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.772613657995e-05 0.00010664684145999 0.00051087542138345 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0020809054321598 0.0059736437272894 9.8089594195651 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
